StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,"Prolific ID ",Questionnaire D _1,Questionnaire D _2,Questionnaire D _3,Questionnaire D _4,Questionnaire D _5,Questionnaire D _6,Questionnaire D _7,Questionnaire D _8,Questionnaire D _9,Questionnaire D _10,Questionnaire D _11,Questionnaire D _12,Questionnaire D _13,Questionnaire D _14,Questionnaire D _15,Questionnaire D _16,Questionnaire D _17,PROLIFIC_PID,AttentionCheckStatus
2024-10-24 16:11:17,2024-10-24 16:12:08,IP Address,100,51,True,2024-10-24 16:12:08,R_2ffK8ya1SJ9VQ9T,anonymous,EN-GB,I accept,667eb020a3f04ab26214dcd4,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Neutral,Agree,Disagree,Neutral,Agree,Strongly Agree,667eb020a3f04ab26214dcd4,
2024-10-24 16:09:43,2024-10-24 16:12:09,IP Address,100,146,True,2024-10-24 16:12:09,R_2V3Dwf355gBuICv,anonymous,EN-GB,I accept,5f233d7f53212b0e22bf055d,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Neutral,Disagree,Agree,Disagree,Neutral,Disagree,Strongly Agree,5f233d7f53212b0e22bf055d,
2024-10-24 16:10:19,2024-10-24 16:12:10,IP Address,100,110,True,2024-10-24 16:12:10,R_4PSEtcQ2KkwF7nH,anonymous,EN-GB,I accept,66928152b97500a3b6f6daa1,Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Neutral,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Agree,66928152b97500a3b6f6daa1,
2024-10-24 16:10:43,2024-10-24 16:12:14,IP Address,100,90,True,2024-10-24 16:12:15,R_8yZCrf0sjPuf0Ep,anonymous,EN-GB,I accept,6656e08a679413a065316408,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,6656e08a679413a065316408,
2024-10-24 16:09:56,2024-10-24 16:12:15,IP Address,100,138,True,2024-10-24 16:12:16,R_8Io8ktNTk9QtNwN,anonymous,EN-GB,I accept,6633977b0b98342281999352,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Strongly Agree,6633977b0b98342281999352,
2024-10-24 16:09:58,2024-10-24 16:12:15,IP Address,100,137,True,2024-10-24 16:12:16,R_8P5i1Gp4pKqjYdX,anonymous,EN-GB,I accept,5f2448855226b0000a8129e1,Neutral,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Agree,Agree,5f2448855226b0000a8129e1,
2024-10-24 16:10:35,2024-10-24 16:12:16,IP Address,100,100,True,2024-10-24 16:12:16,R_2me0LsOrTcMnpA7,anonymous,EN-GB,I accept,6658d75fa759210bfe723c85,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Neutral,Disagree,Strongly Agree,6658d75fa759210bfe723c85,
2024-10-24 16:10:32,2024-10-24 16:12:17,IP Address,100,104,True,2024-10-24 16:12:17,R_8uV5ezFBV7g2jhz,anonymous,EN-GB,I accept,66e484aa361904c9801c6837,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Neutral,Disagree,Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Disagree,Neutral,Agree,Agree,66e484aa361904c9801c6837,
2024-10-24 16:10:34,2024-10-24 16:12:18,IP Address,100,104,True,2024-10-24 16:12:19,R_8JC8a9RJi6TrDN2,anonymous,EN-GB,I accept,661a51225587ca83a6f23a5c,Neutral,Disagree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Disagree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,661a51225587ca83a6f23a5c,
2024-10-24 16:10:25,2024-10-24 16:12:21,IP Address,100,115,True,2024-10-24 16:12:22,R_82Rg543dJcH5Ux9,anonymous,EN-GB,I accept,5ed80197e7cb0a12f7773770,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Neutral,Agree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,5ed80197e7cb0a12f7773770,
2024-10-24 16:09:54,2024-10-24 16:12:27,IP Address,100,152,True,2024-10-24 16:12:28,R_2hSD9qy3hledvph,anonymous,EN-GB,I accept,6124e437f703fa3b2e1ee8f6,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Disagree,Neutral,Agree,Agree,6124e437f703fa3b2e1ee8f6,
2024-10-24 16:09:48,2024-10-24 16:12:27,IP Address,100,159,True,2024-10-24 16:12:28,R_2dmdkoKeLD7bAaD,anonymous,EN-GB,I accept,64da2b7a027be8f2c3e6dfc2,Strongly Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Neutral,Agree,Disagree,Neutral,Disagree,Agree,64da2b7a027be8f2c3e6dfc2,
2024-10-24 16:10:27,2024-10-24 16:12:27,IP Address,100,119,True,2024-10-24 16:12:28,R_86kCePUo3Qcn94h,anonymous,EN-GB,I accept,65707f7057bfe1f9f1e9ef2c,Agree,Agree,Neutral,Disagree,Strongly Agree,Neutral,Disagree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,65707f7057bfe1f9f1e9ef2c,
2024-10-24 16:09:45,2024-10-24 16:12:28,IP Address,100,163,True,2024-10-24 16:12:29,R_2wEyoRW1CenRBUo,anonymous,EN-GB,I accept,585707abaf007f0001caa9be,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Neutral,Strongly Disagree,Neutral,585707abaf007f0001caa9be,
2024-10-24 16:10:48,2024-10-24 16:12:31,IP Address,100,102,True,2024-10-24 16:12:32,R_8JnnDbR5FitGPbg,anonymous,EN-GB,I accept,59e52174e75b450001a69189,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Neutral,Agree,Disagree,Neutral,Disagree,Strongly Agree,59e52174e75b450001a69189,
2024-10-24 16:11:13,2024-10-24 16:12:33,IP Address,100,79,True,2024-10-24 16:12:33,R_8axBYjHzazDSPEK,anonymous,EN-GB,I accept,5e9091347bdc2e39dd1e039d,Disagree,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Neutral,Agree,Neutral,Strongly Disagree,Neutral,Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree,5e9091347bdc2e39dd1e039d,
2024-10-24 16:10:30,2024-10-24 16:12:36,IP Address,100,125,True,2024-10-24 16:12:36,R_8Jyj2PVXGQG3EXV,anonymous,EN-GB,I accept,5c70232d78263500015658a6,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Disagree,Strongly Agree,5c70232d78263500015658a6,
2024-10-24 16:09:58,2024-10-24 16:12:38,IP Address,100,159,True,2024-10-24 16:12:38,R_2kTWWdQUCIoBKnT,anonymous,EN-GB,I accept,6166f8f6612d8931aafbe931,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Neutral,Disagree,Agree,6166f8f6612d8931aafbe931,
2024-10-24 16:10:51,2024-10-24 16:12:39,IP Address,100,108,True,2024-10-24 16:12:40,R_8t9WaHnGDhbKpsU,anonymous,EN-GB,I accept,63ebbb358ff6781d8dc68cdb,Strongly Agree,Agree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Neutral,Disagree,Agree,63ebbb358ff6781d8dc68cdb,
2024-10-24 16:09:48,2024-10-24 16:12:41,IP Address,100,173,True,2024-10-24 16:12:42,R_8ezYh4pGpd2tBLI,anonymous,EN-GB,I accept,6134fd1f03c0e4d5037c92c8,Neutral,Strongly Agree,Agree,Disagree,Strongly Agree,Neutral,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Strongly Agree,6134fd1f03c0e4d5037c92c8,
2024-10-24 16:10:43,2024-10-24 16:12:41,IP Address,100,118,True,2024-10-24 16:12:42,R_8eyEpW34gCvI6f7,anonymous,EN-GB,I accept,61588a883213fd00ccae7c21,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Neutral,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,61588a883213fd00ccae7c21,
2024-10-24 16:10:36,2024-10-24 16:12:42,IP Address,100,126,True,2024-10-24 16:12:43,R_1lrxhsoFO6HRObT,anonymous,EN-GB,I accept,66840cfff6cbdab5da03261e,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree,66840cfff6cbdab5da03261e,
2024-10-24 16:09:45,2024-10-24 16:12:44,IP Address,100,179,True,2024-10-24 16:12:45,R_5wuY7dhh47IvsDr,anonymous,EN-GB,I accept,6315dbda57439d794f865dbd,Agree,Agree,Neutral,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,Neutral,Agree,Agree,Neutral,Neutral,Agree,6315dbda57439d794f865dbd,
2024-10-24 16:10:43,2024-10-24 16:12:44,IP Address,100,121,True,2024-10-24 16:12:45,R_2IQNPnOapJiPZzp,anonymous,EN-GB,I accept,5c27c724867f660001ae6785,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Agree,5c27c724867f660001ae6785,
2024-10-24 16:10:18,2024-10-24 16:12:47,IP Address,100,148,True,2024-10-24 16:12:47,R_82ibYOZGpfQq6M9,anonymous,EN-GB,I accept,64871d208781227e5188a1b5,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree,64871d208781227e5188a1b5,
2024-10-24 16:10:28,2024-10-24 16:12:47,IP Address,100,139,True,2024-10-24 16:12:48,R_8QEp2CqZhCmPbrF,anonymous,EN-GB,I accept,66b223d532199c29ed32c8f4,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree,66b223d532199c29ed32c8f4,
2024-10-24 16:09:37,2024-10-24 16:12:50,IP Address,100,192,True,2024-10-24 16:12:50,R_5Ve9k8QPfCDFYWI,anonymous,EN-GB,I accept,6667bd76481f570c980c1334,Agree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,6667bd76481f570c980c1334,
2024-10-24 16:10:21,2024-10-24 16:12:51,IP Address,100,149,True,2024-10-24 16:12:51,R_8PZyIvDxvZeDdGo,anonymous,EN-GB,I accept,65db84daf1f477eb26c7d06c,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Disagree,Agree,65db84daf1f477eb26c7d06c,
2024-10-24 16:10:49,2024-10-24 16:12:54,IP Address,100,124,True,2024-10-24 16:12:54,R_8N2ZrAfB2JP7smU,anonymous,EN-GB,I accept,5a541218eedc32000142254b,Agree,Neutral,Agree,Agree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,5a541218eedc32000142254b,
2024-10-24 16:10:04,2024-10-24 16:12:54,IP Address,100,170,True,2024-10-24 16:12:55,R_27gkXytfQ1wSHTX,anonymous,EN-GB,I accept,6565e080bdcef69dfd887f74,Neutral,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Neutral,Strongly Agree,Disagree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,6565e080bdcef69dfd887f74,
2024-10-24 16:10:31,2024-10-24 16:12:57,IP Address,100,145,True,2024-10-24 16:12:58,R_3CTxMyeM3YYqo2D,anonymous,EN-GB,I accept,663a7ea45bdb587ae9f1877f,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Agree,663a7ea45bdb587ae9f1877f,
2024-10-24 16:11:25,2024-10-24 16:13:00,IP Address,100,95,True,2024-10-24 16:13:01,R_2VfNqrlbV3N92Op,anonymous,EN-GB,I accept,63e96aac1a64f6442aeadf72,Neutral,Strongly Agree,Neutral,Disagree,Disagree,Neutral,Disagree,Agree,Disagree,Neutral,Disagree,Agree,Agree,Disagree,Neutral,Disagree,Disagree,63e96aac1a64f6442aeadf72,
2024-10-24 16:10:56,2024-10-24 16:13:06,IP Address,100,130,True,2024-10-24 16:13:07,R_23EFuYOvBCyVHf1,anonymous,EN-GB,I accept,669d39e232c7511c9f852903,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Agree,669d39e232c7511c9f852903,
2024-10-24 16:10:31,2024-10-24 16:13:07,IP Address,100,155,True,2024-10-24 16:13:08,R_89vqk2Gy6AyAps7,anonymous,EN-GB,I accept,5aad68f74ea21d000101c20c,Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Disagree,5aad68f74ea21d000101c20c,
2024-10-24 16:09:52,2024-10-24 16:13:13,IP Address,100,201,True,2024-10-24 16:13:14,R_2iCVlngu7ZKbv1L,anonymous,EN-GB,I accept,6079c61f10456640488d45b9,Disagree,Strongly Agree,Strongly Disagree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,6079c61f10456640488d45b9,
2024-10-24 16:11:10,2024-10-24 16:13:17,IP Address,100,127,True,2024-10-24 16:13:17,R_8fUFNivCw89bVwd,anonymous,EN-GB,I accept,66954eb024a4cac04db35d5a,Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,66954eb024a4cac04db35d5a,
2024-10-24 16:10:52,2024-10-24 16:13:44,IP Address,100,171,True,2024-10-24 16:13:44,R_2LAJZpgKoG2TB83,anonymous,EN-GB,I accept,66657c56312d25878f01c181,Neutral,Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Disagree,Strongly Agree,66657c56312d25878f01c181,
2024-10-24 16:10:01,2024-10-24 16:13:52,IP Address,100,230,True,2024-10-24 16:13:53,R_80oTpkj83ZXA1R7,anonymous,EN-GB,I accept,6717a98c9ebfa268a2f58fd9,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree,6717a98c9ebfa268a2f58fd9,
2024-10-24 16:10:18,2024-10-24 16:13:54,IP Address,100,216,True,2024-10-24 16:13:55,R_8nOfg8pDlXzppFp,anonymous,EN-GB,I accept,66719b84fbf248c675e2a3b2,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Neutral,Strongly Disagree,Neutral,Agree,Strongly Disagree,Neutral,Strongly Disagree,Agree,66719b84fbf248c675e2a3b2,
2024-10-24 16:11:43,2024-10-24 16:14:13,IP Address,100,149,True,2024-10-24 16:14:13,R_2qdwa0fMpgTVVRd,anonymous,EN-GB,I accept,5f7f239e9b204e05b6c36538,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Disagree,Agree,5f7f239e9b204e05b6c36538,
2024-10-24 16:10:52,2024-10-24 16:14:16,IP Address,100,203,True,2024-10-24 16:14:17,R_8lFfOCsnlPqTG0P,anonymous,EN-GB,I accept,6665b23c387f809670d7ce03,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Neutral,Strongly Disagree,Strongly Agree,6665b23c387f809670d7ce03,
2024-10-24 16:10:18,2024-10-24 16:14:23,IP Address,100,245,True,2024-10-24 16:14:24,R_2hQSImsyc2GQiTT,anonymous,EN-GB,I accept,671526752de7c1bca617e1a7,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Neutral,Neutral,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Neutral,Neutral,Disagree,Agree,671526752de7c1bca617e1a7,
2024-10-24 16:12:54,2024-10-24 16:14:30,IP Address,100,95,True,2024-10-24 16:14:31,R_8P4IdXCtca8IeDO,anonymous,EN-GB,I accept,5b1e614fbd262e0001491796,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Neutral,Disagree,Strongly Agree,5b1e614fbd262e0001491796,
2024-10-24 16:12:27,2024-10-24 16:14:42,IP Address,100,134,True,2024-10-24 16:14:42,R_2qf69BZiXUQ4pXh,anonymous,EN-GB,I accept,66dca9f03d05bc3864916812,Agree,Agree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Disagree,Agree,66dca9f03d05bc3864916812,
2024-10-24 16:10:06,2024-10-24 16:14:43,IP Address,100,276,True,2024-10-24 16:14:43,R_2ClS6SV9moAlFrj,anonymous,EN-GB,I accept,613ca0a2040055a4e87c5d71,Agree,Strongly Agree,Neutral,Disagree,Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Agree,Neutral,Disagree,Neutral,613ca0a2040055a4e87c5d71,
2024-10-24 16:12:15,2024-10-24 16:14:46,IP Address,100,151,True,2024-10-24 16:14:47,R_138lJ3A7GChuS4J,anonymous,EN-GB,I accept,65d8c0c009db13d9ef766969,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,65d8c0c009db13d9ef766969,
2024-10-24 16:13:30,2024-10-24 16:14:52,IP Address,100,82,True,2024-10-24 16:14:53,R_6JsIZ1eU11mVXKx,anonymous,EN-GB,I accept,66a8f239f705eed353903370,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree,66a8f239f705eed353903370,
2024-10-24 16:10:21,2024-10-24 16:14:54,IP Address,100,272,True,2024-10-24 16:14:55,R_8o0G97x57LRPFmr,anonymous,EN-GB,I accept,5bf01b3e2a9d2c00013ddc2a,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree,5bf01b3e2a9d2c00013ddc2a,
2024-10-24 16:10:05,2024-10-24 16:15:01,IP Address,100,295,True,2024-10-24 16:15:01,R_2mxdYn0Ck12hjZS,anonymous,EN-GB,I accept,5dceec6957069f03f4e012a2,Neutral,Agree,Disagree,Agree,Disagree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Disagree,Neutral,5dceec6957069f03f4e012a2,
2024-10-24 16:10:04,2024-10-24 16:15:03,IP Address,100,299,True,2024-10-24 16:15:03,R_7di6pMOrgHryLtt,anonymous,EN-GB,I accept,5d59d01b687f9400017e19a4,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree,5d59d01b687f9400017e19a4,
2024-10-24 16:12:44,2024-10-24 16:15:05,IP Address,100,140,True,2024-10-24 16:15:05,R_2rtcUdMqLAKqkox,anonymous,EN-GB,I accept,5d8215fcaa127000154632c5,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree,5d8215fcaa127000154632c5,
2024-10-24 16:13:21,2024-10-24 16:15:06,IP Address,100,105,True,2024-10-24 16:15:07,R_8I836QzqEmMQ93j,anonymous,EN-GB,I accept,653bee4e20de33bbd08c46c5,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,653bee4e20de33bbd08c46c5,
2024-10-24 16:10:23,2024-10-24 16:15:15,IP Address,100,291,True,2024-10-24 16:15:15,R_2SdJSbMPSFQbBio,anonymous,EN-GB,I accept,64e38492ebc4a302f279be02,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,64e38492ebc4a302f279be02,
2024-10-24 16:10:31,2024-10-24 16:15:20,IP Address,100,288,True,2024-10-24 16:15:21,R_2r66dEVLCcsHCLf,anonymous,EN-GB,I accept,66854a3fe3ee6c65ff1c3952,Disagree,Strongly Agree,Neutral,Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Agree,Agree,Disagree,Neutral,Strongly Disagree,Disagree,66854a3fe3ee6c65ff1c3952,
2024-10-24 16:14:28,2024-10-24 16:15:22,IP Address,100,53,True,2024-10-24 16:15:23,R_12a1QXpsQZ4uhOj,anonymous,EN-GB,I accept,6609688e8e4fe9698ab13a66,Agree,Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,6609688e8e4fe9698ab13a66,
2024-10-24 16:09:54,2024-10-24 16:15:38,IP Address,100,344,True,2024-10-24 16:15:39,R_8riuJXQXX9kV3Lc,anonymous,EN-GB,I accept,63cfed1fbc62b4cdf71d89a8,Agree,Strongly Agree,Disagree,Disagree,Agree,Neutral,Disagree,Disagree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Disagree,Agree,63cfed1fbc62b4cdf71d89a8,
2024-10-24 16:12:20,2024-10-24 16:15:59,IP Address,100,219,True,2024-10-24 16:16:00,R_8c1w02Sgi7y2dUt,anonymous,EN-GB,I accept,66a644f9d242d86fbe64c6a2,Disagree,Agree,Disagree,Disagree,Agree,Neutral,Disagree,Agree,Agree,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Disagree,Agree,66a644f9d242d86fbe64c6a2,
2024-10-24 16:10:44,2024-10-24 16:16:32,IP Address,100,348,True,2024-10-24 16:16:33,R_8jeCvIuQcLdLqqN,anonymous,EN-GB,I accept,612cdaa2042b4d9b9fb16acd,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Strongly Agree,612cdaa2042b4d9b9fb16acd,
2024-10-24 16:14:21,2024-10-24 16:16:49,IP Address,100,147,True,2024-10-24 16:16:49,R_8qz90Pa2DAuBQKu,anonymous,EN-GB,I accept,667d528c90a251a23638ab41,Neutral,Strongly Agree,Strongly Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,667d528c90a251a23638ab41,
2024-10-24 16:13:24,2024-10-24 16:16:50,IP Address,100,205,True,2024-10-24 16:16:51,R_2HerPQswQ7GLgHw,anonymous,EN-GB,I accept,667f093681caac1b3478499a,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Disagree,Agree,667f093681caac1b3478499a,
2024-10-24 16:15:38,2024-10-24 16:17:25,IP Address,100,107,True,2024-10-24 16:17:26,R_8zvTSaqh8TMuoDf,anonymous,EN-GB,I accept,5dfe7de0bf3d4eb1cc979a7a,Neutral,Agree,Disagree,Disagree,Agree,Strongly Disagree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Agree,5dfe7de0bf3d4eb1cc979a7a,
2024-10-24 16:10:25,2024-10-24 16:18:33,IP Address,100,488,True,2024-10-24 16:18:34,R_2MxiUdELjmgQJoh,anonymous,EN-GB,I accept,5f0eaf80c42b540711cc68b0,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Neutral,Disagree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Agree,5f0eaf80c42b540711cc68b0,
